순번,단지명,회사명,"공장대표주소(지번, 도로명 주소)",업종번호,업종명,대표번호,비고
1489,화성바이오밸리일반산업단지,와이제이테크,경기도 화성시 마도면 청원리 1249번지,25924,절삭가공 및 유사처리업,031-498-2757,
1490,화성바이오밸리일반산업단지,우영테크(주),경기도 화성시 마도면 청원리 1263번지,"29294, 30391, 30392, 30399, 30400",주형 및 금형 제조업 외 4 종,031-431-5805,
1491,화성바이오밸리일반산업단지,원형테크 ,경기도 화성시 마도면 청원리 1282번지,"25923, 25999",도장 및 기타 피막처리업 외 1 종,031-498-0375,
1492,화성바이오밸리일반산업단지,유구산업(주),경기도 화성시 마도면 청원리 1280번지,"25113, 29272, 35114",육상 금속 골조 구조재 제조업 외 2 종,031-508-2016,
1493,화성바이오밸리일반산업단지,유니슨엔지니어링,경기도 화성시 마도면 청원리 1442,"29173, 29176, 29199",그 외 기타 일반목적용 기계 제조업 외 2 종,031-355-9313,
1494,화성바이오밸리일반산업단지,일광잉크페인트(주),경기도 화성시 마도면 청원리 1429,20413,인쇄잉크 및 회화용 물감 제조업,031-355-0991,
1495,화성바이오밸리일반산업단지,정원기공,경기도 화성시 마도면 청원리 1307-0,"25929, 29229",그 외 기타 금속가공업 외 1 종,,
1496,화성바이오밸리일반산업단지,제이에스폴리텍(주),경기도 화성시 마도면 청원리 1395-0,"17122, 17125, 17129, 22212, 22213",기타 종이 및 판지 제조업 외 4 종,031-358-9780,
1497,화성바이오밸리일반산업단지,제이와이지테크 ,경기도 화성시 마도면 청원리 1280번지,"25913, 26299, 29294",주형 및 금형 제조업 외 2 종,031-357-3702,
1498,화성바이오밸리일반산업단지,제트이브이(주),경기도 화성시 마도면 청원리 1280번지,30399,그 외 자동차용 신품 부품 제조업,,
1499,화성바이오밸리일반산업단지,주식회사 그린에어텍 제1공장 ,경기도 화성시 마도면 청원리 1458번지,29173,산업용 송풍기 및 배기장치 제조업,031-355-6506,
1500,화성바이오밸리일반산업단지,주식회사 그린에어텍 제2공장 ,경기도 화성시 마도면 청원리 1458번지,29173,산업용 송풍기 및 배기장치 제조업,031-355-6506,
1501,화성바이오밸리일반산업단지,주식회사 스마트켐,경기도 화성시 마도면 청원리 1313-0,"26299, 30203",트레일러 및 세미트레일러 제조업 외 1 종,070-4495-6444,
1502,화성바이오밸리일반산업단지,주식회사 씨앤에이시스,경기도 화성시 마도면 청원리 1436번지,"22232, 29294",주형 및 금형 제조업 외 1 종,031-355-9775,
1503,화성바이오밸리일반산업단지,주식회사 애맥스 ,경기도 화성시 마도면 청원리 1259-1번지,29131,액체 펌프 제조업,031-434-9006,
1504,화성바이오밸리일반산업단지,주식회사 자 여 ,경기도 화성시 마도면 청원리 1460,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,02-501-2511,
1505,화성바이오밸리일반산업단지,주식회사 칼린,경기도 화성시 마도면 청원리 1326-0,20202,합성수지 및 기타 플라스틱 물질 제조업,031-355-0130,
1506,화성바이오밸리일반산업단지,주식회사 포엔,경기도 화성시 마도면 청원리 1279,"26299, 30399, 30400",자동차 재제조 부품 제조업 외 2 종,070-7797-8423,
1507,화성바이오밸리일반산업단지,주식회사 하이버스,경기도 화성시 마도면 청원리 574-32번지,26129,기타 반도체소자 제조업,031-357-0513,
1508,화성바이오밸리일반산업단지,진미산업,경기도 화성시 마도면 청원리 1296번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-5786,
1509,화성바이오밸리일반산업단지,진종합건설(주),경기도 화성시 마도면 청원리 954번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-439-1550,
1510,화성바이오밸리일반산업단지,진종합건설(주),경기도 화성시 마도면 청원리 1374번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-355-0104,
1511,화성바이오밸리일반산업단지,천우이엔지,경기도 화성시 마도면 청원리 574-32번지,25113,육상 금속 골조 구조재 제조업,031-357-4073,
1512,화성바이오밸리일반산업단지,첨단산업,경기도 화성시 마도면 청원리 1259-1번지,"29176, 29199",그 외 기타 일반목적용 기계 제조업 외 1 종,031-357-9993,
1513,화성바이오밸리일반산업단지,청솔바이오코스(주) ,경기도 화성시 마도면 청원리 1415번지,"20422, 20423",화장품 제조업 외 1 종,031-355-5991,
1514,화성바이오밸리일반산업단지,청우화학(주),경기도 화성시 마도면 청원리 1477번지,20413,인쇄잉크 및 회화용 물감 제조업,031-499-5454,
1515,화성바이오밸리일반산업단지,커민스필터 주식회사,경기도 화성시 마도면 청원리 1313-0,30399,그 외 자동차용 신품 부품 제조업,031-369-5900,
1516,화성바이오밸리일반산업단지,코리아에너지솔루션(주),경기도 화성시 마도면 청원리 1289-0,"25130, 29150, 29174, 29176",핵반응기 및 증기보일러 제조업 외 3 종,031-351-8428,
1517,화성바이오밸리일반산업단지,코텍,경기도 화성시 마도면 청원리 1305,25932,일반철물 제조업,031-355-9607,
1518,화성바이오밸리일반산업단지,태산,경기도 화성시 마도면 청원리 1443번지,29171,산업용 냉장 및 냉동 장비 제조업,031-366-7809,
1519,화성바이오밸리일반산업단지,태영산업기계(주),경기도 화성시 마도면 청원리 1399,29120,유압기기 제조업,031-987-8411,
1520,화성바이오밸리일반산업단지,티피에스(주),경기도 화성시 마도면 청원리 1348-0,29293,인쇄 및 제책용 기계 제조업,031-355-4862,
1521,화성바이오밸리일반산업단지,퍼시픽월드,경기도 화성시 마도면 청원리 1442,29199,그 외 기타 일반목적용 기계 제조업,,
1522,화성바이오밸리일반산업단지,포인테크,경기도 화성시 마도면 청원리 1388,31311,"유인 항공기, 항공우주선 및 보조장치 제조업",031-497-0051,
1523,화성바이오밸리일반산업단지,플러스에이원 주식회사,경기도 화성시 마도면 청원리 1444-0,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,02-891-8149,
1524,화성바이오밸리일반산업단지,한국티타늄(주),경기도 화성시 마도면 청원리 1400-0,25119,기타 구조용 금속제품 제조업,02-3679-5511,
1525,화성바이오밸리일반산업단지,한림기계(주),경기도 화성시 마도면 청원리 1294번지,29193,분사기 및 소화기 제조업,031-498-3981,
1526,화성바이오밸리일반산업단지,현진팩키지(주),경기도 화성시 마도면 청원리 1263번지,17223,식품 위생용 종이 상자 및 용기 제조업,031-493-2343,
1527,화성바이오밸리일반산업단지,화신ENG(주),경기도 화성시 마도면 청원리 1304,"29194, 29241, 29242",광물처리 및 취급장비 제조업 외 2 종,02-2677-8818,
1528,화성바이오밸리일반산업단지,희망테크프론,경기도 화성시 마도면 청원리 1407,25923,도장 및 기타 피막처리업,032-671-1300,
1529,화성주곡일반산업단지,(주)경신,경기도 화성시 우정읍 주곡리 387-67번지,30399,그 외 자동차용 신품 부품 제조업,032-714-7194,
1530,화성주곡일반산업단지,(주)대원포장산업,경기도 화성시 우정읍 주곡리 387-7번지,"22212, 22213",플라스틱 필름 제조업 외 1 종,031-358-6657,
1531,화성주곡일반산업단지,(주)상원 ,경기도 화성시 우정읍 주곡리 387-12번지,"22299, 29294",주형 및 금형 제조업 외 1 종,031-354-3060,
1532,화성주곡일반산업단지,(주)세진엔테크 ,경기도 화성시 우정읍 주곡리 387-35번지,29229,기타 가공 공작기계 제조업,031-493-4298,
1533,화성주곡일반산업단지,(주)애니코스 ,경기도 화성시 우정읍 주곡리 387-65번지,"17902, 18119",위생용 종이제품 제조업 외 1 종,031-8077-2320,
1534,화성주곡일반산업단지,(주)엠스코,경기도 화성시 우정읍 주곡리 387-36번지 358-7번지,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,031-488-8653,
1535,화성주곡일반산업단지,(주)이클린드림 ,경기도 화성시 우정읍 주곡리 387-74번지,10749,기타 식품 첨가물 제조업,070-7795-9783,
1536,화성주곡일반산업단지,(주)코시스,경기도 화성시 우정읍 주곡리 387-4,29229,기타 가공 공작기계 제조업,031-351-6805,
1537,화성주곡일반산업단지,(주)태성이앤아이,경기도 화성시 우정읍 주곡리 387-43번지,"22251, 22259",폴리스티렌 발포 성형제품 제조업 외 1 종,031-269-6972,
1538,화성주곡일반산업단지,건화기업(주),경기도 화성시 우정읍 주곡리 358-2번지,29162,승강기 제조업,031-355-9489,
1539,화성주곡일반산업단지,금명엔지니어링,경기도 화성시 우정읍 주곡리 358-6번지,"22241, 22249, 29294",주형 및 금형 제조업 외 2 종,031-351-0058,
1540,화성주곡일반산업단지,대림플라텍(주),경기도 화성시 우정읍 주곡리 387-38번지,22299,그 외 기타 플라스틱 제품 제조업,031-351-9957,
1541,화성주곡일반산업단지,대진산업,경기도 화성시 우정읍 주곡리 387-68번지,"17221, 18119",기타 인쇄업 외 1 종,031-358-1620,
1542,화성주곡일반산업단지,미주산업,경기도 화성시 우정읍 주곡리 358-2번지,29169,기타 물품 취급장비 제조업,031-638-4665,
1543,화성주곡일반산업단지,신명기업,경기도 화성시 우정읍 주곡리 382-7번지,25929,그 외 기타 금속가공업,031-366-7259,
1544,화성주곡일반산업단지,신아플랜트서비스주식회사,경기도 화성시 우정읍 주곡리 387-11번지,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",031-358-2182,
1545,화성주곡일반산업단지,신호산업,경기도 화성시 우정읍 주곡리 387-26번지,17223,식품 위생용 종이 상자 및 용기 제조업,031-353-8682,
1546,화성주곡일반산업단지,씨엔알테크 주식회사,경기도 화성시 우정읍 주곡리 387-64,29171,산업용 냉장 및 냉동 장비 제조업,031-997-6150,
1547,화성주곡일반산업단지,오성플랜트,경기도 화성시 우정읍 주곡리 387-35번지,29229,기타 가공 공작기계 제조업,031-358-3973,
1548,화성주곡일반산업단지,주식회사 우성특수선,경기도 화성시 우정읍 주곡리 387-25번지,"24221, 25944, 28302",금속선 가공제품 제조업 외 2 종,032-866-8182,
1549,화성주곡일반산업단지,주식회사 조이테크,경기도 화성시 우정읍 주곡리 382-10번지,33932,전시용 모형 제조업,031-358-3228,
1550,화성주곡일반산업단지,주식회사 태일케이블,경기도 화성시 우정읍 주곡리 387-34,28302,기타 절연선 및 케이블 제조업,031-351-7698,
1551,화성주곡일반산업단지,코코스팩주식회사,경기도 화성시 우정읍 주곡리 387-9번지,22232,포장용 플라스틱 성형용기 제조업,031-427-7831,
1552,화성주곡일반산업단지,태양기계,경기도 화성시 우정읍 주곡리 387-44,30399,그 외 자동차용 신품 부품 제조업,031-353-9571,
1553,화성주곡일반산업단지,팬드롤코리아(주) ,경기도 화성시 우정읍 주곡리 387-12번지,22241,운송장비 조립용 플라스틱제품 제조업,02-757-6721,
1554,화성화남일반산업단지,(주)거성산업,경기도 화성시 서신면 송교리 42-22,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1555,화성화남일반산업단지,(주)대광중공업,경기도 화성시 서신면 송교리 42-132,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,032-565-2035,
1556,화성화남일반산업단지,(주)덕인,경기도 화성시 서신면 송교리 42-98 번지,"25113, 25114, 27192",육상 금속 골조 구조재 제조업 외 2 종,031-357-5701,
1557,화성화남일반산업단지,(주)룩스그린,경기도 화성시 서신면 송교리 42-94,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-366-8050,
1558,화성화남일반산업단지,(주)에이치엠 ,경기도 화성시 서신면 송교리 42-60번지,25113,육상 금속 골조 구조재 제조업,031-8065-5800,
1559,화성화남일반산업단지,(주)엠알온,경기도 화성시 서신면 송교리 42-76,25113,육상 금속 골조 구조재 제조업,031-352-5901,
1560,화성화남일반산업단지,(주)예인산업개발,경기도 화성시 서신면 송교리 42-78번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-7821,
1561,화성화남일반산업단지,(주)코스텍,경기도 화성시 서신면 송교리 42-60번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-355-3700,
1562,화성화남일반산업단지,(주)태종이엔씨,경기도 화성시 서신면 송교리 42-24,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-356-7250,
1563,화성화남일반산업단지,KYT,경기도 화성시 서신면 송교리 42-62,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-353-2222,
1564,화성화남일반산업단지,늘푸른골프개발(주),경기도 화성시 서신면 송교리 42-73,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1565,화성화남일반산업단지,늘푸른골프개발(주),경기도 화성시 서신면 송교리 42-66,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1566,화성화남일반산업단지,두영기업,경기도 화성시 서신면 송교리 42-96번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1567,화성화남일반산업단지,만대테크,경기도 화성시 서신면 송교리 42-61,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-4471,
1568,화성화남일반산업단지,미우산업,경기도 화성시 서신면 송교리 42-74,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1569,화성화남일반산업단지,보화이엔지,경기도 화성시 서신면 송교리 42-147번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-431-8084,
1570,화성화남일반산업단지,부성,경기도 화성시 서신면 송교리 42-100,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-2547,
1571,화성화남일반산업단지,승화콘테이너,경기도 화성시 서신면 송교리 42-101,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-485-7182,
1572,화성화남일반산업단지,아이원산업,경기도 화성시 서신면 송교리 42-22,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-3391,
1573,화성화남일반산업단지,영선테크,경기도 화성시 서신면 송교리 42-74,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-3391,
1574,화성화남일반산업단지,우성스틸,경기도 화성시 서신면 송교리 42-66,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1575,화성화남일반산업단지,원창산업개발,경기도 화성시 서신면 송교리 42-144,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-4864,
1576,화성화남일반산업단지,전병찬 ,경기도 화성시 서신면 송교리 42-73,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-4471,
1577,화성화남일반산업단지,주산산업,경기도 화성시 서신면 송교리 42-53,25113,육상 금속 골조 구조재 제조업,031-261-1868,
1578,화성화남일반산업단지,주식회사 룩스그린,경기도 화성시 서신면 송교리 42-96,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-393-8250,
1579,화성화남일반산업단지,중앙기공,경기도 화성시 서신면 송교리 42-61,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1580,화성화남일반산업단지,철강산업,경기도 화성시 서신면 송교리 42-77번지,25113,육상 금속 골조 구조재 제조업,031-499-4093,
1581,화성화남일반산업단지,청원 ,경기도 화성시 서신면 송교리 42-132,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1582,화성화남일반산업단지,케이와이티(주),경기도 화성시 서신면 송교리 42-120번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-366-7234,
1583,화성화남일반산업단지,태영강업,경기도 화성시 서신면 송교리 42-71번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-356-8371,
1584,화성화남일반산업단지,태영강업,경기도 화성시 서신면 송교리 42-72,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-356-8371,
1585,화성화남일반산업단지,태형철강(주),경기도 화성시 서신면 송교리 42-71번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,02-701-5075,
1586,화성화남일반산업단지,하나엔비텍(주),경기도 화성시 서신면 송교리 42-79번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,070-5029-3500,
1587,화성화남일반산업단지,하나엔비텍(주) ,경기도 화성시 서신면 송교리 887-2번지,25113,육상 금속 골조 구조재 제조업,070-5029-3500,
1588,화성화남일반산업단지,하나플랜트,경기도 화성시 서신면 송교리 42-99번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,,
1589,화성화남일반산업단지,한성크린텍(주),경기도 화성시 서신면 송교리 42-79번지,25113,육상 금속 골조 구조재 제조업,02-6371-3900,
1590,화성송산테크노파크일반산업단지,(사)대한해외참전전우회 피스파크사업소,경기도 화성시 송산면 중송리 575-3,"28903, 29163",교통 신호장치 제조업 외 1 종,031-356-5093,
1591,화성송산테크노파크일반산업단지,(주)극동프레스 ,경기도 화성시 송산면 지화리 160-13,29224,금속 성형기계 제조업,031-355-8170,
1592,화성송산테크노파크일반산업단지,(주)대경테크,경기도 화성시 송산면 지화리 160-11번지,25112,구조용 금속 판제품 및 공작물 제조업,031-357-4988,
1593,화성송산테크노파크일반산업단지,(주)더블유비,경기도 화성시 송산면 지화리 685-6,"29199, 29299",그 외 기타 일반목적용 기계 제조업 외 1 종,031-366-7063,
1594,화성송산테크노파크일반산업단지,(주)동방산업,경기도 화성시 송산면 지화리 685-1,29299,그 외 기타 특수목적용 기계 제조업,031-491-1084,
1595,화성송산테크노파크일반산업단지,(주)동원환경,경기도 화성시 송산면 지화리 685-2,25932,일반철물 제조업,,
1596,화성송산테크노파크일반산업단지,(주)디에스피,경기도 화성시 송산면 지화리 686-7,"32029, 32091, 32099",그 외 기타 가구 제조업 외 2 종,032-562-9771,
1597,화성송산테크노파크일반산업단지,(주)라움,경기도 화성시 송산면 중송리 572-8,"25111, 25929, 29299","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",031-498-7717,
1598,화성송산테크노파크일반산업단지,(주)럼플리어,경기도 화성시 송산면 지화리 687-2,"28114, 28122, 28201, 28202",축전지 제조업 외 3 종,031-355-0797,
1599,화성송산테크노파크일반산업단지,(주)리버스인터내셔날,경기도 화성시 송산면 지화리 160-13,"25913, 25924, 29224, 29294",금속 성형기계 제조업 외 3 종,070-8065-4556,
1600,화성송산테크노파크일반산업단지,(주)멘토티앤씨,경기도 화성시 송산면 지화리 160-3,25119,기타 구조용 금속제품 제조업,070-7209-0410,
1601,화성송산테크노파크일반산업단지,(주)명인포장,경기도 화성시 송산면 지화리 687-2,32029,기타 목재가구 제조업,031-499-4124,
1602,화성송산테크노파크일반산업단지,(주)몰텍스 화성공장,경기도 화성시 송산면 중송리 574-6,"25929, 29294",그 외 기타 금속가공업 외 1 종,031-677-1100,
1603,화성송산테크노파크일반산업단지,(주)브랜뉴머시너리,경기도 화성시 송산면 중송리 574-7,29299,그 외 기타 특수목적용 기계 제조업,031-358-8040,
1604,화성송산테크노파크일반산업단지,(주)비알티코퍼레이션 ,경기도 화성시 송산면 지화리 686-9,29199,그 외 기타 일반목적용 기계 제조업,031-337-7766,
1605,화성송산테크노파크일반산업단지,(주)비티원,경기도 화성시 송산면 지화리 160-12,"25929, 29133",그 외 기타 금속가공업 외 1 종,031-433-3775,
1606,화성송산테크노파크일반산업단지,(주)삼원코브라,경기도 화성시 송산면 중송리 571-3,29133,"탭, 밸브 및 유사장치 제조업",031-319-1782,
1607,화성송산테크노파크일반산업단지,(주)서울화스너,경기도 화성시 송산면 중송리 572-11,"25912, 29294",주형 및 금형 제조업 외 1 종,031-434-3826,
1608,화성송산테크노파크일반산업단지,(주)선진산업개발,경기도 화성시 송산면 지화리 160-13,25111,"금속 문, 창, 셔터 및 관련제품 제조업",032-562-0480,
1609,화성송산테크노파크일반산업단지,(주)성지산업,경기도 화성시 송산면 중송리 577-1,25113,육상 금속 골조 구조재 제조업,,
1610,화성송산테크노파크일반산업단지,(주)성호에스티,경기도 화성시 송산면 중송리 572-7,25119,기타 구조용 금속제품 제조업,031-8042-5676,
1611,화성송산테크노파크일반산업단지,(주)신환씨스템,경기도 화성시 송산면 중송리 574-3,"29294, 35114",주형 및 금형 제조업 외 1 종,031-357-6833,
1612,화성송산테크노파크일반산업단지,(주)신흥코리아,경기도 화성시 송산면 지화리 684-4,"25111, 25944","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",031-355-2062,
1613,화성송산테크노파크일반산업단지,(주)알파플렉스,경기도 화성시 송산면 중송리 576-1,29163,컨베이어장치 제조업,031-357-3527,
1614,화성송산테크노파크일반산업단지,(주)에스엠티,경기도 화성시 송산면 중송리 362-10,28909,그 외 기타 전기장비 제조업,031-498-3366,
1615,화성송산테크노파크일반산업단지,(주)에스이씨,경기도 화성시 송산면 지화리 682-4,"29175, 29250, 29299",그 외 기타 특수목적용 기계 제조업 외 2 종,031-3519-341,
1616,화성송산테크노파크일반산업단지,(주)에스제이피,경기도 화성시 송산면 중송리 572-2,"25924, 35114",절삭가공 및 유사처리업 외 1 종,031-497-0638,
1617,화성송산테크노파크일반산업단지,(주)에이엠티코리아,경기도 화성시 송산면 중송리 574-4,29161,산업용 트럭 및 적재기 제조업,031-355-8631,
1618,화성송산테크노파크일반산업단지,(주)에코필텍,경기도 화성시 송산면 중송리 572-3,29174,기체 여과기 제조업,031-355-7340,
1619,화성송산테크노파크일반산업단지,(주)엠스페이스,경기도 화성시 송산면 중송리 575-3,"22249, 28422",일반용 전기 조명장치 제조업 외 1 종,031-355-2404,
1620,화성송산테크노파크일반산업단지,(주)영신방재,경기도 화성시 송산면 지화리 686-2,25929,그 외 기타 금속가공업,031-356-8264,
1621,화성송산테크노파크일반산업단지,(주)영신코아스 ,경기도 화성시 송산면 지화리 160-13번지,25112,구조용 금속 판제품 및 공작물 제조업,031-366-8474,
1622,화성송산테크노파크일반산업단지,(주)우주스틸 ,경기도 화성시 송산면 지화리 160-5,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,055-716-0177,
1623,화성송산테크노파크일반산업단지,(주)원터치,경기도 화성시 송산면 중송리 572-10,"25914, 29294",주형 및 금형 제조업 외 1 종,02-2082-6420,
1624,화성송산테크노파크일반산업단지,(주)원테크엔지니어링,경기도 화성시 송산면 지화리 160-3,25113,육상 금속 골조 구조재 제조업,070-4467-1977,
1625,화성송산테크노파크일반산업단지,(주)윌스크린앤플랜트 ,경기도 화성시 송산면 중송리 577-3,"25929, 29175",액체 여과기 제조업 외 1 종,031-357-0067,
1626,화성송산테크노파크일반산업단지,(주)유엘신소재,경기도 화성시 송산면 중송리 572-12,"22212, 28123",배전반 및 전기 자동제어반 제조업 외 1 종,031-356-0395,
1627,화성송산테크노파크일반산업단지,(주)유천써모텍 ,경기도 화성시 송산면 지화리 160-13,29172,공기 조화장치 제조업,02-2107-7300,
1628,화성송산테크노파크일반산업단지,(주)이수냉열,경기도 화성시 송산면 중송리 572-11,29172,공기 조화장치 제조업,031-353-9323,
1629,화성송산테크노파크일반산업단지,(주)이씨티,경기도 화성시 송산면 중송리 574-3,29150,"산업용 오븐, 노 및 노용 버너 제조업",031-355-9487,
1630,화성송산테크노파크일반산업단지,(주)이지텍,경기도 화성시 송산면 중송리 572-12,"22212, 28123",배전반 및 전기 자동제어반 제조업 외 1 종,031-492-1608,
1631,화성송산테크노파크일반산업단지,(주)이케이프레스,경기도 화성시 송산면 지화리 687-4,"29120, 29224",유압기기 제조업 외 1 종,,
1632,화성송산테크노파크일반산업단지,(주)이화,경기도 화성시 송산면 지화리 682-9,29142,기어 및 동력전달장치 제조업,031-430-2563,
1633,화성송산테크노파크일반산업단지,(주)자바머신,경기도 화성시 송산면 중송리 576-2,"29224, 29229",기타 가공 공작기계 제조업 외 1 종,031-356-8818,
1634,화성송산테크노파크일반산업단지,(주)조이포코리아,경기도 화성시 송산면 중송리 574,29133,"탭, 밸브 및 유사장치 제조업",031-509-5900,
1635,화성송산테크노파크일반산업단지,(주)주노에프에이,경기도 화성시 송산면 지화리 684-5,28123,배전반 및 전기 자동제어반 제조업,031-495-2245,
1636,화성송산테크노파크일반산업단지,(주)지원이앤에스,경기도 화성시 송산면 지화리 686-5,24222,"알루미늄 압연, 압출 및 연신제품 제조업",031-425-0648,
1637,화성송산테크노파크일반산업단지,(주)진양,경기도 화성시 송산면 중송리 572-9,29292,"고무, 화학섬유 및 플라스틱 성형기 제조업",032-819-2570,
1638,화성송산테크노파크일반산업단지,(주)코익스텍,경기도 화성시 송산면 중송리 362-8번지,"22213, 29292",플라스틱 시트 및 판 제조업 외 1 종,031-366-7032,
1639,화성송산테크노파크일반산업단지,(주)태남에스티,경기도 화성시 송산면 지화리 682-3,24199,그 외 기타 1차 철강 제조업,031-8041-8966,
1640,화성송산테크노파크일반산업단지,(주)프린테크엘피엠,경기도 화성시 송산면 중송리 575-8 ,22291,플라스틱 접착처리 제품 제조업,031-819-5550,
1641,화성송산테크노파크일반산업단지,(주)프린테크엘피엠(아이엠사업부),경기도 화성시 송산면 중송리 575-8,22291,플라스틱 접착처리 제품 제조업,032-819-5550,
1642,화성송산테크노파크일반산업단지,(주)프린테크엘피엠(아이케이사업부),경기도 화성시 송산면 중송리 362-11,22291,플라스틱 접착처리 제품 제조업,032-819-5550,
1643,화성송산테크노파크일반산업단지,(주)프린테크케이알 ,경기도 화성시 송산면 중송리 362-11,22221,벽 및 바닥 피복용 플라스틱제품 제조업,032-813-2954,
1644,화성송산테크노파크일반산업단지,(주)플라믹스,경기도 화성시 송산면 중송리 687-1,29292,"고무, 화학섬유 및 플라스틱 성형기 제조업",031-488-8880,
1645,화성송산테크노파크일반산업단지,(주)피에스에이,경기도 화성시 송산면 지화리 684-7,29293,인쇄 및 제책용 기계 제조업,031-508-1824,
1646,화성송산테크노파크일반산업단지,(주)한영,경기도 화성시 송산면 중송리 574,29133,"탭, 밸브 및 유사장치 제조업",,
1647,화성송산테크노파크일반산업단지,(주)한울,경기도 화성시 송산면 중송리 362-10번지,28520,가정용 비전기식 조리 및 난방 기구 제조업,031-358-6008,
1648,화성송산테크노파크일반산업단지,(주)현진캐스트,경기도 화성시 송산면 지화리 686-11,"24321, 25924",알루미늄주물 주조업 외 1 종,031-355-5042,
1649,화성송산테크노파크일반산업단지,(주)현진캐스트 제2공장,경기도 화성시 송산면 지화리 160-11,25924,절삭가공 및 유사처리업,031-355-5451,
1650,화성송산테크노파크일반산업단지,(주)휴메디컬,경기도 화성시 송산면 중송리 572-9,28519,기타 가정용 전기기기 제조업,031-365-5715,
1651,화성송산테크노파크일반산업단지,(주)히즈시스템,경기도 화성시 송산면 지화리 160-9번지,"22223, 24222, 25924, 35114","알루미늄 압연, 압출 및 연신제품 제조업 외 3 종",031-498-2051,
1652,화성송산테크노파크일반산업단지,가온하이텍,경기도 화성시 송산면 중송리 572-1,29294,주형 및 금형 제조업,,
1653,화성송산테크노파크일반산업단지,광명금속,경기도 화성시 송산면 지화리 682-2,25941,볼트 및 너트류 제조업,031-358-3784,
1654,화성송산테크노파크일반산업단지,누리공업(주),경기도 화성시 송산면 지화리 160-13,25924,절삭가공 및 유사처리업,031-351-0840,
1655,화성송산테크노파크일반산업단지,동성비앤케이(주) ,경기도 화성시 송산면 지화리 160-12,25993,금속 위생용품 제조업,031-433-3775,
1656,화성송산테크노파크일반산업단지,동일페이퍼(주),경기도 화성시 송산면 지화리 686-13,29291,펄프 및 종이 가공용 기계 제조업,031-355-7602,
1657,화성송산테크노파크일반산업단지,미성정공,경기도 화성시 송산면 지화리 160-3,"25991, 29223",금속 캔 및 기타 포장용기 제조업 외 1 종,031-498-2655,
1658,화성송산테크노파크일반산업단지,미성제관(주),경기도 화성시 송산면 지화리 160-3,"25991, 29223",금속 캔 및 기타 포장용기 제조업 외 1 종,031-498-2656,
1659,화성송산테크노파크일반산업단지,브라스테크,경기도 화성시 송산면 지화리 160-12,"25929, 29133","탭, 밸브 및 유사장치 제조업 외 1 종",031-433-3775,
1660,화성송산테크노파크일반산업단지,삼원포리머(주),경기도 화성시 송산면 지화리 682-1,25113,육상 금속 골조 구조재 제조업,031-431-1534,
1661,화성송산테크노파크일반산업단지,성안기계(주),경기도 화성시 송산면 지화리,29293,인쇄 및 제책용 기계 제조업,031-491-9741,
